url,label
https://pub-ed4436928a0f4db6a9860bf39f13ccf7.r2.dev/index.html,1
https://notepad.link/EWrLt,1
https://www.dpdlocavm.cyou/com,1
https://websegura.webcindario.com/,1
https://web.tegwck.top,1
https://frsfrid.firebaseapp.com/,1
https://linkaroo.me/efgttgfdsdfg,1
http://bafybeihqsfz4c5jqmr2jejdxob2xnmyxpxgz6akgz7s6dqp2fdlggjkzca.ipfs.dweb.link,1
https://tx.rbgde.cam/,1
https://l.ead.me/bfTtwo,1
https://sicherheitskontrolle1.weebly.com/,1
https://pub-2e63cf2e06d3458d88136b6f050af040.r2.dev/index.html,1
https://ky.gov-noc.help/,1
https://onetpl-100850.weeblysite.com/,1
https://qrco.de/twSPOTF,1
https://allegro.87428g340g3.lat,1
https://renewvisvalley.com,1
https://qrco.de/bgeWmt,1
https://ch-299199919900.blogspot.com/?m=0,1
https://docs.google.com/presentation/d/e/2PACX-1vQFDjlG4PIjF0oOn0eh5xTjvfWullpZPF0FVYjWhDkfCZNxC1QAqjm8m7pcKNFOIBN7YOa2OnFIh350/pub,1
https://t.co/ookZIf95qh,1
https://allegrolokalnie.pl-390.cfd,1
https://bafkreibfdruefwgl77qhbddf6weq7uvits53nttnabltdssga5yekrwegq.ipfs.dweb.link/,1
https://fyjrztsydtufylgogfydt-76ldr7toyiudykffyiuog.teemill.com/,1
https://assessoriadeempres.wixsite.com/master-cred,1
https://track-id2012.web.app/,1
https://klelnanzeigen-deutch.rvffnd.world/support-iframe/CC2kiH5EVda,1
https://bit.ly/4ccAgsi,1
https://q-r.to/bgcZSK,1
https://qrco.de/bfKRDY,1
http://allegro-lokalnie.prywatn482392.lat/,1
https://fyu6t67futjgh.komi.io/,1
https://ungu.in/srtfhnsrtjhrthytjnsgnjsrthb,1
https://us2.campaign-archive.com/?u=5f7fdd8ea9bbcd1943db0f101&id=1a5f36c490,1
https://docs.google.com/presentation/d/e/2PACX-1vQUrZ69-ss-1stifZEZTsZTMoBkoOEmg15bdiCw391WdrRrFzo-VEoQO7tNKYecqH7Zb62A68bgJ1mh/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://qrco.de/bgbT0J,1
https://bit.ly/3SpCqh1,1
https://qrco.de/bfeEtF,1
https://nafrokert.weebly.com/administratora.html,1
https://docs.zoom.us/doc/vXDjwkGDROqeUjI6krtVFg?from=email,1
